incident_id,date,protocol,chain,loss_usd,loss_prevented_usd,is_technical,is_lif_relevant,is_intervention,vector_category,ecosystem,scope,authority,time_to_detect_min,time_to_contain_min,containment_success_pct,success_tier,description,notes,intervention_notes,source_type,intervention_source,source_raw,confidence_level,source_file,is_high_fidelity
EASYFI-2021-04-19,2021-04-19,EasyFi,Polygon,59000000.0,0.0,True,True,True,Admin Key Compromise / Mnemonic Theft,EVM,Account,Delegated Body,120.0,720.0,0.0,Reactive (0%),Attacker compromised the founder's machine to steal the mnemonic for the admin key. The attacker drained $6M in stablecoins and ~3M EASY tokens (~$53M) from the protocol treasury.,,EasyFi DeFi lending protocol compromised through admin key theft. $59M stolen through mnemonic breach. No recovery possible.,,https://rekt.news/easyfi-rekt/,,medium,rekt_news_extra.txt,
MEERKATFINAN-2021-03-04,2021-03-04,Meerkat Finance,BSC,31000000.0,0.0,True,False,True,Rugpull / Exit Scam,EVM,Protocol,Governance,0.0,0.0,0.0,Reactive (0%),"One day after launch on BSC, the developers upgraded the vault implementation to include a backdoor init() function that allowed them to drain 13M BUSD and 73k BNB to their own address.",,Meerkat Finance DeFi protocol exploited through malicious rug pull. $31M stolen through exit scam. No recovery possible.,,https://rekt.news/meerkat-finance-bsc-rekt/,,high,rekt_news_extra.txt,
PRIMITIVE-2021-02-21,2021-02-21,Primitive Finance,Ethereum,0.0,1300000.0,True,True,True,Logic Bug / Attack,EVM,Asset,Signer Set,60.0,600.0,98.0,Full (100%),,Primitive Finance vulnerability (.3M at risk). Team executed whitehat rescue and frontend approval reset. 98% saved.,,official_postmortem,https://medium.com/@primitivefinance/postmortem-on-the-primitive-finance-whitehack-of-february-21st-2021-17446c0f3122,official_postmortem,,,True
ALPHAHOMORA-2021-02-13,2021-02-13,Alpha Homora V2,Ethereum,37500000.0,0.0,True,True,True,Logic Bug / Code Error,EVM,Protocol,Governance,0.0,720.0,0.0,Reactive (0%),"Alpha Finance internal debt manipulation - $37.5M stolen through logic bug, DeFi lending protocol exploited via internal debt vulnerability",,Alpha Finance DeFi lending protocol exploited through internal debt manipulation. $37.5M stolen through logic bug. No recovery.,,https://rekt.news/alpha-finance-rekt/,,high,rekt_news_extra.txt,
ALPHAFINANCE-2021-02-13,2021-02-13,Alpha Finance,Ethereum,37500000.0,0.0,True,True,True,Logic Bug / Code Error,EVM,Protocol,Governance,60.0,720.0,0.0,Reactive (0%),"Alpha Finance internal debt manipulation - $37.5M stolen through logic bug, DeFi lending protocol exploited via internal debt vulnerability",,Alpha Finance DeFi lending protocol exploited through internal debt manipulation. $37.5M stolen through logic bug. No recovery.,,,,high,rekt_news_extra.txt,
HARVESTFINAN-2020-10-26,2020-10-26,Harvest Finance,Ethereum,33800000.0,0.0,True,True,True,Oracle / Price Manipulation,EVM,Protocol,Governance,60.0,720.0,0.0,Reactive (0%),"Attacker used flash loans to manipulate stablecoin prices in the Curve Y pool, tricking Harvest's vault price calculations into allowing them to withdraw more than they deposited.",,Harvest Finance DeFi yield farming protocol exploited through flash loan oracle manipulation. $33.8M stolen through price oracle vulnerability.,,https://rekt.news/harvest-finance-rekt/,,high,rekt_news_extra.txt,
BANCORPROTOC-2020-06-18,2020-06-18,Bancor Protocol,Ethereum,545000.0,0.0,True,True,True,Access Control / Key Compromise,EVM,Protocol,Governance,120.0,720.0,0.0,Reactive (0%),"Bancor vulnerability - $27.5M stolen through smart contract exploit, DeFi protocol affected by access control vulnerability",,Bancor DeFi protocol exploited through smart contract vulnerability. $27.5M stolen through access control exploit. Limited recovery.,,,,high,defihacklabs_incidents.json,
VECHAIN-2019-12-13,2019-12-13,VeChain,VeChain,6500000.0,4300000.0,True,True,True,Access Control / Key Compromise,EVM,Account,Governance,0.0,10080.0,66.0,Partial (1-99%),VeChain Foundation buyback wallet private key compromise.,,Blocklist implemented via validator software upgrade to freeze 1.1B VET in the attacker address.,,https://x.com/vechainofficial/status/1988689432829108252,,high,manual_addition,
ZAIF-2018-09-01,2018-09-01,Zaif,CeFi,60000000.0,0.0,True,False,True,Security Breach,CeFi,Account,Delegated Body,180.0,720.0,0.0,Reactive (0%),"Zaif hot wallet breach - $60M stolen from Japanese exchange, 5,966 BTC and undisclosed BCH and MonaCoin taken through security vulnerability",,"Zaif Japanese exchange compromised through hot wallet vulnerability. $60M stolen including 5,966 BTC. Limited recovery through investigation.",,https://zaif.jp/blog/security-incident,,high,charoenwong_bernardi_table.txt,
BITHUMB-2018-06-01,2018-06-01,Bithumb,CeFi,71000000.0,0.0,True,False,True,Security Breach,CeFi,Account,Delegated Body,240.0,720.0,0.0,Reactive (0%),"Bithumb coordinated attack - $71M stolen in exchange breach with Coinrail, affected XRP and ETH holdings through security compromise",,Bithumb exchange suffered coordinated attack with Coinrail. $71M stolen through security breach affecting XRP and ETH holdings. Limited recovery through exchange cooperation.,,https://bithumb.com/blog/security-incident-update,,high,charoenwong_bernardi_table.txt,
COINCHECK-2018-01-26,2018-01-26,Coincheck,CeFi,534000000.0,0.0,True,False,True,Access Control / Key Compromise,CeFi,Account,Governance,0.0,0.0,10.0,Partial (1-99%),Theft of 523M NEM tokens from hot wallet; exchange later compensated users.,,Theft of 523M NEM tokens from hot wallet; exchange subsequently compensated affected users using its own funds.,,https://www.bbc.com/news/world-asia-42845505,,high,manual_addition,
NICEHASH-2017-12-01,2017-12-01,NiceHash,CeFi,62000000.0,0.0,True,False,True,Security Breach,CeFi,Account,Delegated Body,240.0,1440.0,0.0,Reactive (0%),"NiceHash payment hack - $62M stolen from mining marketplace, 4,736 BTC taken through internal security breach affecting payment processing",,NiceHash mining marketplace compromised through internal security breach. $62M stolen affecting payment processing. Limited recovery through investigation.,,https://www.nicehash.com/blog/postmortem,,high,charoenwong_bernardi_table.txt,
TETHER-2017-11-21,2017-11-21,Tether,Omni,30950000.0,0.0,True,True,True,Access Control / Key Compromise,Other/Multi,Asset,Signer Set,0.0,60.0,100.0,Full (100%),Tether Treasury wallet key compromise leading to unauthorized minting of USDT.,,"Omni Core software update released to blacklist the attacker address, effectively freezing the stolen funds.",,https://www.bbc.com/news/technology-42065724,,high,manual_addition,
ETHEREUMDAOF-2016-06-17,2016-06-17,Ethereum DAO Fork,Ethereum,60000000.0,60000000.0,True,True,True,Reentrancy,EVM,Network,Governance,0.0,2592000.0,100.0,Full (100%),The DAO reentrancy exploit leading to a contentious hard fork.,,Irregular state change (hard fork) executed to move funds from the 'child DAO' to a withdrawal contract.,,https://ethereumclassic.org,,high,manual_addition,
